"data","Val0","Val1","Val2","ttype","cellnames","gmm_cluster"
"Ephys",0.00409541458439691,0.0246369179168641,-0.0164049002412287,"Sncg","20180621_sample_3",5
"Ephys",0.0329662386615859,-0.0205749537787719,0.0141716196546397,"IT","20180621_sample_4",2
"Ephys",-0.00375951653514473,0.0292436478028752,-0.00285671750865158,"Vip","20180621_sample_5",5
"Ephys",-0.0299728665586457,-0.0299452814311924,-0.00133189770863251,"Pvalb","20180621_sample_7",3
"Ephys",-0.0303766105135223,-0.0311428406207957,-0.0017322403047188,"Pvalb","20180621_sample_8",3
"Ephys",-0.0310099667648301,-0.0318778560673042,0.000791994363434825,"Pvalb","20180628_sample_2",3
"Ephys",-0.0313822371494564,-0.032822828607834,-0.00238915534003505,"Pvalb","20180628_sample_3",3
"Ephys",-0.0311931150987567,-0.0324190938077337,0.000196063049052442,"Pvalb","20180628_sample_6",3
"Ephys",0.000357911769296659,0.0213010016263709,-0.0381639113150069,"Lamp5","20180628_sample_7",5
"Ephys",-0.0290791963113827,-0.0279325692673763,-0.000740618486092443,"Pvalb","20180703_sample_1",3
"Ephys",0.0230224104228557,-0.00434894116888983,0.0042734066457299,"IT","20180703_sample_2",1
"Ephys",-0.0323146010452689,-0.0347136683503918,-0.000293645824240271,"Pvalb","20180704_sample_1",3
"Ephys",-0.0290065452828822,-0.028138512890886,0.000246631779340267,"Pvalb","20180704_sample_2",3
"Ephys",-0.029699200178129,-0.0293259185579172,-0.000153099080154426,"Pvalb","20180704_sample_3",3
"Ephys",0.0151310788505558,0.000502886272202189,-0.00881135211371277,"IT","20180704_sample_4",1
"Ephys",-0.0193361271714091,-0.0128706054542484,-0.00453347865840447,"Pvalb","20180704_sample_5",1
"Ephys",-0.0298202235202875,-0.0293896230125506,-0.000918560603680863,"Pvalb","20180705_sample_1",3
"Ephys",-0.0290381105488824,-0.0283410806196406,-6.28633216793361e-05,"Pvalb","20180705_sample_4",3
"Ephys",0.00269716574801922,0.0114033213491235,-0.072525532448988,"Lamp5","20180709_sample_3",5
"Ephys",0.0333729888969984,-0.0201527232474061,0.0126944265167096,"IT","20180709_sample_4",2
"Ephys",0.0311025004533578,-0.0168938931947131,0.00943771114255853,"IT","20180709_sample_6",2
"Ephys",-0.0258268743391659,-0.0226129013954127,-0.00163789465882897,"Pvalb","20180710_sample_1",3
"Ephys",-0.0223468804192791,-0.0114308423982117,0.00194735914100352,"Pvalb","20180710_sample_2",1
"Ephys",-0.0303581045463164,-0.030515749714338,-0.000708027405994157,"Pvalb","20180710_sample_3",3
"Ephys",-0.030475956432916,-0.0305460403902753,-0.000818469346479968,"Pvalb","20180710_sample_5",3
"Ephys",-0.0204077269909511,-0.0154151142651126,-0.000917141919886582,"Pvalb","20180711_sample_1",1
"Ephys",-0.00912982322170617,0.0255326183706731,0.0300572699645889,"Sst","20180711_sample_2",4
"Ephys",-0.00629827119813204,0.0303948513918766,0.0197752348740116,"Sst","20180711_sample_3",4
"Ephys",-0.0090236974056814,0.0334038138866112,0.0299311780658844,"Sst","20180711_sample_4",4
"Ephys",-0.00308220241251864,0.028413804245064,-0.0037674927265966,"Sncg","20180712_sample_3",5
"Ephys",-0.026687696910822,-0.0247173926403886,0.000195968855689263,"Pvalb","20180712_sample_5",3
"Ephys",-0.017799472305728,-0.010585940782408,-0.0290736306123111,"Pvalb","20180712_sample_11",1
"Ephys",-0.0294869238254852,-0.0281762932800656,-0.000417288030621246,"Pvalb","20180712_sample_12",3
"Ephys",0.0333425971758693,-0.0206355435123193,0.0142053963878112,"IT","20180712_sample_13",2
"Ephys",-0.0293962927502469,-0.0276113983630156,0.00109159961564449,"Pvalb","20180712_sample_14",3
"Ephys",-0.0211741172892849,-0.00496120939480231,0.0144253898964688,"Pvalb","20180712_sample_15",1
"Ephys",-0.0238145750283783,-0.0185066927284002,0.00275788303645101,"Pvalb","20180717_sample_1",1
"Ephys",-0.000422902296920878,0.0198001957895839,0.0112352755388746,"Lamp5","20180717_sample_2",5
"Ephys",-0.0244140402569439,-0.0230373755801482,0.000290003760796506,"Pvalb","20180717_sample_3",3
"Ephys",-0.0315723241233453,-0.0326548363555423,0.000755663941246612,"Pvalb","20180717_sample_4",3
"Ephys",-0.0274080315534757,-0.0237059859337758,0.000635506624060409,"Pvalb","20180717_sample_6",3
"Ephys",0.0278520309978195,-0.0129324613384553,0.00845361832584015,"ET","20180717_sample_7",2
"Ephys",-0.0194708147553314,-0.00601241922621358,0.00174342160311109,"Pvalb","20180718_sample_2",1
"Ephys",-0.0263964028020461,-0.0201660294711319,0.00210762782838848,"Pvalb","20180718_sample_3",3
"Ephys",-0.0264985229725983,-0.0234264253389691,0.00365222985723682,"Pvalb","20180718_sample_4",3
"Ephys",-0.0295649880204777,-0.0281257052081969,-0.000115920543193254,"Pvalb","20180719_sample_1",3
"Ephys",-0.0261188021991133,-0.0255718624738804,-0.0029216497955369,"Pvalb","20180719_sample_4",3
"Ephys",0.00265328023821973,0.0262429982790441,-0.00175880548527181,"Sncg","20180720_sample_2",5
"Ephys",-0.0289256104030741,-0.0282922234340704,-0.00311364551286561,"Pvalb","20180720_sample_3",3
"Ephys",0.00179654407939994,0.010633209286179,-0.103741569663593,"Lamp5","20180720_sample_5",5
"Ephys",0.0264482883114715,-0.0132579386483198,0.00582053887355985,"IT","20180725_sample_3",2
"Ephys",-0.0339621838429885,-0.0388019458259767,-0.00041758772265002,"Pvalb","20180725_sample_6",3
"Ephys",0.0337189231906394,-0.0210132805564398,0.0158538585399994,"IT","20180725_sample_7",2
"Ephys",0.00250775808071802,0.0142809745931962,-0.0628457698226252,"Lamp5","20180725_sample_9",5
"Ephys",-0.0308563882707803,-0.0330553362742547,-0.00128309419666988,"Pvalb","20180726_sample_3",3
"Ephys",-0.0317242089583597,-0.0329602617488039,0.000733700898623055,"Pvalb","20180726_sample_4",3
